subject,verb,object,count
relief,cross,face,17
relief,flood,system,16
relief,flood,feature,12
remark,make,sense,13
remark,bring,smile,11
remy,shake,head,20
rendezvous,take,place,15
report,reach,ear,11
reporter,ask,question,50
reporter,shout,question,23
reporter,shake,head,21
reporter,get,wind,16
reporter,shove,microphone,13
reporter,take,picture,13
reporter,have,question,10
request,make,sense,16
research,uncover,evidence,21
research,take,place,11
resistance,give,way,10
response,make,sense,22
rest,follow,suit,110
rest,take,care,60
rest,make,way,33
rest,make,sense,29
rest,follow,lead,23
rest,shake,head,23
rest,have,time,22
rest,have,chance,18
rest,follow,example,17
rest,take,position,16
rest,take,place,15
rest,take,seat,15
rest,take,turn,14
rest,take,time,11
rest,have,idea,11
restaurant,have,view,10
restaurant,use,word,10
reunion,take,place,20
review,make,difference,13
reviewer,quote,passage,17
revolution,take,place,21
rib,puncture,lung,14
ride,take,minute,57
ride,take,hour,34
ride,give,time,14
rider,turn,horse,12
rider,spur,horse,10
rider,wear,armor,10
right,reserve,note,10
rigoler,comment,attendre,28
rim,touch,lip,13
ring,catch,light,34
ring,circle,eye,11
ring,adorn,finger,10
ring,catch,eye,10
riot,take,place,11
risk,outweigh,benefit,12
ritual,take,place,16
river,burst,bank,16
river,wind,way,15
river,change,course,14
river,meet,sea,11
river,overflow,bank,10
road,give,way,25
road,take,turn,21
road,make,turn,19
road,wind,way,16
road,follow,river,11
roar,fill,ear,57
roar,fill,air,52
roar,fill,room,24
roar,drown,word,18
roar,drown,voice,17
roar,split,air,15
roar,fill,head,15
roar,drown,sound,14
roar,reach,ear,12
roaring,fill,ear,21
robbery,take,place,42
robe,cover,body,12
rock,give,way,39
roof,give,way,21
roof,catch,fire,17
room,have,window,186
room,have,bed,91
room,have,door,90
room,have,view,58
room,have,ceiling,51
room,have,smell,51
room,have,wall,50
room,have,table,49
room,have,floor,43
room,contain,bed,35
room,hold,breath,34
room,hold,bed,34
room,have,feel,33
room,have,fireplace,32
room,have,furniture,26
room,hold,table,25
room,have,look,23
room,contain,table,21
room,have,air,21
room,have,couch,20
room,have,chair,19
room,have,light,18
room,have,bathroom,17
room,have,balcony,17
room,contain,chair,16
room,contain,desk,16
room,have,curtain,14
room,hold,memory,13
room,hold,desk,13
room,have,mirror,13
room,have,wallpaper,12
room,hold,people,12
room,have,desk,12
room,smell,musty,12
room,have,atmosphere,12
room,take,glow,11
room,have,quality,11
room,have,camera,11
room,have,television,11
room,have,bath,11
room,cost,dollar,10
room,have,carpet,10
room,serve,purpose,10
room,shake,head,10
room,have,glow,10
room,have,feeling,10
root,take,hold,11
rope,round,neck,25
rope,bind,wrist,19
rope,give,way,17
rope,bind,hand,16
rope,round,waist,10
rose,have,thorn,22
round,have,flour,24
round,punch,hole,15
round,hit,man,12
round,take,place,11
row,line,wall,46
row,line,side,24
row,row,boat,13
row,line,shelf,12
row,run,length,11
row,fill,space,11
rubber,meet,road,13
rug,cover,floor,92
rule,make,sense,18
rule,have,exception,16
rumble,fill,air,18
rumble,shake,ground,17
rumble,fill,room,17
rumble,reach,ear,10
rumble,catch,attention,10
rumor,reach,ear,19
run,pour,eux,28
rush,cover,floor,11
rustle,draw,attention,18
rustle,catch,attention,12
réclamation,gastronomique,sert,28
sacrifice,take,place,15
sadness,fill,eye,29
sadness,fill,heart,15
safety,take,precedence,11
sage,shake,head,21
sail,catch,wind,10
sailor,take,warning,11
sale,take,place,21
salt,sting,eye,15
san,même,penser,30
sand,give,way,29
sander,shake,head,20
sander,give,look,15
savoir,pour,point,28
scale,cover,body,14
scan,show,sign,10
scanning,constitute,piracy,69
scar,mar,skin,11
scenario,make,sense,18
scene,take,place,101
scene,make,sense,13
scene,have,quality,11
scene,take,breath,10
scent,fill,air,344
scent,fill,nostril,230
scent,fill,nose,164
scent,fill,room,124
scent,fill,sens,99
scent,permeate,air,72
scent,fill,head,65
scent,fill,lung,59
scent,tickle,nose,53
scent,hit,nose,46
scent,reach,nostril,35
scent,make,water,35
scent,invade,sens,29
scent,reach,nose,28
scent,tease,nostril,28
scent,hit,nostril,26
scent,perfume,air,25
scent,fill,space,24
scent,invade,nostril,23
scent,tease,sens,21
scent,catch,attention,20
scent,bring,memory,19
scent,fill,kitchen,18
scent,permeate,room,16
scent,tease,nose,16
scent,assault,sens,15
scent,tickle,nostril,13
scent,assault,nose,12
scent,sting,nose,12
scent,turn,stomach,11
scent,flood,nostril,11
scent,overwhelm,sens,11
scent,burn,nose,10
scent,flood,sens,10
scent,burn,nostril,10
schodiště,zakoulel,očima,17
scientist,shake,head,11
scientist,have,idea,10
scientist,find,way,10
scout,shake,head,15
scout,bring,word,12
scout,bring,news,12
scowl,cross,face,35
scowl,leave,face,18
scowl,darken,face,13
scowl,mar,face,10
scream,fill,air,121
scream,rent,air,67
scream,pierce,air,66
scream,split,air,41
scream,fill,room,33
scream,draw,attention,23
scream,escape,lip,22
scream,reach,ear,22
scream,pierce,ear,19
scream,fill,ear,18
scream,leave,throat,16
scream,fill,night,15
scream,shatter,silence,12
scream,fill,head,12
scream,escape,throat,11
scream,cut,air,10
scream,break,silence,10
screech,fill,air,20
screen,show,view,38
screen,show,image,32
screen,show,picture,19
screen,display,image,17
screen,show,call,10
screen,show,number,10
sea,meet,sky,27
seam,give,way,14
search,take,time,17
search,take,place,15
search,yield,result,15
second,make,difference,14
secret,have,way,18
secretary,shake,head,21
secretary,open,door,18
secretary,poke,head,13
secretary,stick,head,12
secretary,close,door,10
section,give,way,13
security,take,care,10
seed,take,root,73
seed,take,hold,14
seed,bear,fruit,10
sens,play,trick,10
sensation,send,shiver,15
sensation,flood,body,14
sensation,take,hold,12
sense,take,hold,22
sense,give,way,12
sensor,pick,ship,10
sentence,make,sense,14
sentry,stand,guard,12
serai,déclare,moi,28
sergeant,shake,head,51
sergeant,open,door,13
sergeant,put,hand,11
series,take,place,20
servant,open,door,80
servant,bring,food,39
servant,enter,room,31
servant,leave,room,26
servant,bring,wine,21
servant,close,door,20
servant,pour,wine,19
servant,take,care,15
servant,bring,tray,15
servant,set,table,11
servant,bring,cup,11
servant,have,time,10
servant,bring,water,10
servant,remove,plate,10
server,take,order,14
server,bring,drink,11
server,approach,table,11
service,take,place,35
session,take,place,28
seule,ordonnance,besoin,28
sex,take,place,14
shadow,cross,face,283
shadow,take,shape,23
shadow,pass,face,22
shadow,darken,eye,22
shadow,catch,eye,21
shadow,darken,face,19
shadow,block,light,19
shadow,block,sun,19
shadow,take,form,19
shadow,cross,feature,18
shadow,cross,eye,17
shadow,hide,face,14
shadow,cross,path,13
shadow,give,way,13
shadow,fill,room,12
shadow,blot,sun,12
shadow,cover,face,12
shadow,pass,window,12
shadow,shake,head,11
shadow,play,trick,11
shadow,circle,eye,11
shadow,darken,jaw,10
shalt,have,god,15
shalt,suffer,witch,13
shalt,commit,adultery,12
shape,take,form,37
shape,make,sense,11
shape,catch,eye,10
shard,litter,floor,12
sheen,cover,body,22
sheen,cover,skin,22
sheen,coat,skin,15
sheen,cover,forehead,13
sheet,cover,body,21
shelf,line,wall,110
shelf,hold,book,33
shelf,cover,wall,15
sheriff,shake,head,37
sheriff,hold,hand,22
sheriff,clear,throat,18
sheriff,open,door,14
sheriff,give,look,12
shift,take,place,42
ship,set,sail,48
ship,open,fire,43
ship,leave,port,41
ship,make,way,40
ship,drop,anchor,21
ship,have,weapon,20
ship,enter,system,20
ship,have,power,20
ship,have,name,19
ship,pick,speed,18
ship,give,lurch,17
ship,fly,flag,17
ship,enter,atmosphere,16
ship,have,chance,16
ship,have,crew,14
ship,suffer,damage,14
ship,take,hit,13
ship,enter,harbor,13
ship,lose,power,13
ship,reach,point,13
ship,take,damage,13
ship,get,lock,12
ship,have,system,12
ship,sustain,damage,12
ship,reach,port,12
ship,make,contact,12
ship,launch,missile,11
ship,leave,harbor,11
ship,make,run,11
ship,make,trip,11
ship,have,capability,11
ship,reach,destination,11
ship,have,time,11
ship,leave,dock,11
ship,have,room,10
ship,send,message,10
ship,make,landing,10
ship,have,captain,10
ship,enter,orbit,10
ship,have,shield,10
ship,alter,course,10
shirt,hit,floor,24
shirt,have,sleeve,17
shirt,have,hole,17
shirt,have,button,15
shirt,have,stain,15
shirt,have,collar,11
shit,hit,fan,534
shit,make,sense,10
shiver,run,spine,212
shiver,race,spine,83
shiver,rack,body,53
shiver,work,way,41
shiver,wrack,body,34
shiver,run,back,26
shiver,travel,spine,26
shiver,creep,spine,24
shiver,shoot,spine,23
shiver,snake,spine,21
shiver,dance,spine,18
shiver,trickle,spine,16
shiver,ripple,spine,16
shiver,run,arm,15
shiver,run,length,14
shiver,roll,spine,14
shiver,shake,body,13
shiver,course,spine,13
shiver,skitter,spine,13
shiver,slide,spine,13
shiver,crawl,spine,12
shiver,slither,spine,10
shock,give,way,49
shock,widen,eye,18
shock,take,breath,17
shock,run,arm,13
shock,have,effect,12
shock,steal,breath,12
shock,cross,face,12
shock,make,gasp,10
shoe,make,sound,66
shoe,make,noise,21
shoe,have,heel,19
shoe,pinch,toe,14
shoe,have,sol,13
shoe,hit,floor,11
shooting,take,place,73
shop,line,street,15
shop,give,way,10
short,show,leg,11
shot,find,mark,23
shot,hit,target,21
shot,have,effect,19
shot,hit,man,12
shot,hit,mark,11
shot,take,effect,11
shot,miss,mark,10
shoulder,meet,neck,31
shoulder,hit,wall,30
shoulder,fill,doorway,22
shoulder,block,view,21
shoulder,fill,shirt,20
shoulder,relax,fraction,14
shoulder,drop,inch,14
shoulder,touch,wall,12
shoulder,hit,door,12
shoulder,block,light,10
shoulder,hit,ground,10
shoulder,touch,her,10
shout,fill,air,41
shout,draw,attention,33
shout,catch,attention,21
shout,reach,ear,15
shout,fill,room,10
show,take,place,20
shower,bring,flower,10
shriek,fill,air,38
shriek,pierce,air,15
shriek,split,air,13
shriek,escape,lip,12
shriek,fill,ear,11
shudder,wrack,body,46
shudder,rack,body,45
shudder,shake,body,24
shudder,ripple,spine,17
shudder,run,spine,17
shudder,work,way,16
si,setkání,vévodkyně,17
side,give,way,18
side,have,advantage,11
side,gain,advantage,11
side,have,window,10
side,take,brunt,10
sigh,escape,lip,211
sigh,leave,lip,35
sigh,fill,room,21
sigh,escape,mouth,21
sigh,escape,throat,14
sigh,fill,ear,11
sight,take,breath,115
sight,bring,memory,50
sight,meet,eye,44
sight,have,effect,40
sight,make,water,29
sight,give,pause,28
sight,send,chill,27
sight,turn,stomach,27
sight,steal,breath,26
sight,break,heart,23
sight,send,shiver,22
sight,bring,smile,21
sight,bring,tear,21
sight,catch,attention,15
sight,warm,heart,14
sight,make,smile,14
sight,send,wave,14
sight,make,crawl,13
sight,give,chill,12
sight,bring,lump,12
sight,catch,eye,12
sight,give,feeling,12
sight,stir,memory,12
sight,make,heart,11
sight,lift,spirit,11
sight,fill,heart,11
sight,send,heart,10
sight,give,strength,10
sight,trigger,memory,10
sight,bring,rush,10
sight,make,race,10
sign,shake,head,28
sign,catch,eye,27
sign,point,way,19
sign,catch,attention,13
sign,ward,evil,10
silence,fill,room,247
silence,speak,volume,77
silence,fill,air,61
silence,fill,space,41
silence,follow,word,33
silence,fill,car,31
silence,give,way,25
silence,answer,question,20
silence,follow,statement,17
silence,fill,line,15
silence,greet,word,15
silence,fill,house,15
silence,fill,hall,14
silence,fill,ear,12
silence,fill,void,11
silence,have,quality,10
silence,overtake,room,10
silence,envelop,room,10
simone,shake,head,21
siren,fill,air,14
sister,shake,head,49
sister,have,baby,42
sister,take,care,38
sister,have,child,24
sister,roll,eye,24
sister,have,time,23
sister,give,look,22
sister,exchange,glance,19
sister,have,problem,19
sister,open,door,19
sister,need,help,17
sister,marry,man,16
sister,have,kid,16
sister,make,way,15
sister,say,thing,14
sister,have,sense,14
sister,have,chance,13
sister,have,way,13
sister,hold,hand,13
sister,spend,time,13
sister,have,idea,12
sister,exchange,look,12
sister,ask,question,11
sister,have,thing,11
sister,have,kind,11
sister,enter,room,11
sister,take,breath,11
sister,have,taste,10
sister,have,eye,10
sister,give,birth,10
site,include,information,47
situation,take,turn,20
situation,make,sense,16
size,give,advantage,10
skill,need,work,13
skill,save,life,11
skin,turn,shade,50
skin,have,glow,45
skin,have,pallor,43
skin,have,look,33
skin,make,contact,31
skin,touch,her,30
skin,have,sheen,30
skin,have,hue,27
skin,have,tint,27
skin,take,hue,26
skin,change,color,26
skin,have,tinge,25
skin,flush,red,25
skin,give,way,24
skin,have,cast,24
skin,turn,color,23
skin,have,color,22
skin,touch,mine,22
skin,meet,skin,15
skin,have,texture,15
skin,give,appearance,14
skin,catch,fire,13
skin,have,quality,13
skin,have,tone,13
skin,take,color,13
skin,take,glow,13
skin,touch,skin,13
skin,take,pallor,12
skin,lose,color,12
skin,turn,red,11
skin,take,tinge,11
skin,show,sign,11
skin,have,appearance,10
skin,have,undertone,10
skirt,ride,thigh,15
skirt,slide,thigh,10
skořicové,rohlíčky,jste,17
sky,turn,shade,30
sky,turn,blue,28
sky,give,way,22
sky,turn,color,21
sky,turn,purple,18
sky,turn,grey,16
sky,threaten,rain,16
sky,turn,gold,14
sky,turn,gray,13
sky,show,sign,11
sky,catch,fire,11
sky,hold,cloud,10
sky,get,light,10
slaughter,take,place,12
slave,have,right,17
slave,shake,head,13
sleep,take,hold,12
slice,peel,pepper,17
sloane,shake,head,15
smell,fill,air,477
smell,fill,nostril,248
smell,fill,room,175
smell,fill,nose,155
smell,permeate,air,115
smell,make,water,89
smell,hit,nose,70
smell,fill,sens,56
smell,tickle,nose,47
smell,turn,stomach,41
smell,assail,nostril,40
smell,reach,nostril,38
smell,assault,nose,35
smell,hit,nostril,35
smell,permeate,room,34
smell,assault,nostril,33
smell,reach,nose,31
smell,fill,kitchen,30
smell,fill,head,30
smell,fill,house,30
smell,make,growl,27
smell,make,gag,25
smell,sting,nose,21
smell,bring,memory,21
smell,assault,sens,19
smell,invade,nostril,19
smell,fill,car,19
smell,burn,nostril,18
smell,burn,nose,18
smell,fill,lung,18
smell,sting,nostril,16
smell,invade,sens,16
smell,meet,nostril,15
smell,taint,air,14
smell,invade,nose,14
smell,overwhelm,sens,13
smell,tickle,nostril,13
smell,saturate,air,13
smell,scent,air,12
smell,fill,cabin,11
smell,flood,nostril,11
smell,trigger,memory,11
smell,thicken,air,11
smell,pervade,room,10
smell,permeate,place,10
smell,fill,space,10
smile,cross,face,676
smile,light,face,647
smile,curve,lip,608
smile,touch,lip,549
smile,cross,lip,345
smile,reach,eye,327
smile,leave,face,258
smile,curl,lip,203
smile,curve,mouth,187
smile,lift,corner,160
smile,split,face,136
smile,touch,mouth,128
smile,crease,face,121
smile,lift,lip,106
smile,twist,lip,94
smile,light,room,93
smile,grace,lip,75
smile,light,eye,70
smile,stretch,lip,67
smile,touch,corner,62
smile,touch,face,62
smile,turn,corner,61
smile,show,tooth,59
smile,crease,lip,59
smile,cover,face,57
smile,quirk,lip,52
smile,brighten,face,51
smile,reveal,tooth,50
smile,grace,face,50
smile,fill,face,49
smile,transform,face,47
smile,curl,corner,46
smile,tilt,lip,44
smile,take,face,42
smile,touch,eye,41
smile,twitch,lip,40
smile,take,breath,37
smile,turn,lip,37
smile,twist,mouth,34
smile,leave,lip,34
smile,find,way,33
smile,crack,face,32
smile,curve,corner,32
smile,work,way,32
smile,tease,lip,31
smile,light,feature,31
smile,take,sting,31
smile,soften,feature,30
smile,soften,face,29
smile,have,edge,28
smile,spread,lip,28
smile,quirk,corner,27
smile,give,way,27
smile,warm,face,26
smile,part,lip,26
smile,melt,heart,26
smile,take,edge,25
smile,cross,feature,25
smile,lift,mouth,24
smile,split,lip,24
smile,warm,heart,23
smile,curl,mouth,23
smile,twitch,corner,23
smile,tug,corner,22
smile,make,appearance,21
smile,tickle,lip,21
smile,tip,corner,21
smile,meet,eye,20
smile,have,effect,20
smile,wreathe,face,20
smile,tug,lip,19
smile,illuminate,face,19
smile,ghost,lip,19
smile,crinkle,corner,18
smile,light,lip,18
smile,pass,lip,18
smile,tip,lip,17
smile,quirk,mouth,17
smile,make,way,17
smile,hold,hint,16
smile,shape,lip,16
smile,stretch,mouth,16
smile,tilt,corner,16
smile,turn,wry,16
smile,leave,eye,16
smile,stretch,face,15
smile,have,quality,15
smile,tease,corner,14
smile,have,warmth,13
smile,hold,warmth,13
smile,light,world,13
smile,break,heart,13
smile,send,shiver,13
smile,steal,breath,13
smile,soften,expression,12
smile,tilt,mouth,12
smile,pull,corner,12
smile,lift,side,12
smile,crinkle,eye,12
smile,brighten,eye,12
smile,crack,lip,12
smile,adorn,face,11
smile,change,face,11
smile,twitch,mouth,11
smile,belie,word,11
smile,twist,face,11
smile,kick,corner,11
smile,dimple,cheek,11
smile,hit,lip,11
smile,speak,volume,10
smile,tickle,corner,10
smile,fill,eye,10
smile,crease,corner,10
smile,warm,eye,10
smile,overtake,face,10
smile,cross,mouth,10
smile,reach,lip,10
smirk,cross,face,36
smirk,cross,lip,23
smirk,twist,lip,18
smirk,touch,lip,14
smirk,leave,face,12
smirk,curl,lip,10
smoke,fill,air,95
smoke,sting,eye,61
smoke,fill,room,58
smoke,fill,lung,48
smoke,burn,eye,33
smoke,fill,sky,14
smoke,fill,nostril,12
smoke,fill,cabin,10
smoke,burn,throat,10
smoke,obscure,view,10
snake,shed,skin,24
snake,raise,head,10
sneer,curl,lip,15
sneer,cross,face,13
sneer,twist,lip,12
sniper,take,shot,11
snore,fill,room,12
snore,escape,lip,10
snort,escape,lip,11
snow,cover,ground,26
snow,cover,track,19
snow,give,way,18
sob,escape,lip,75
sob,rack,body,64
sob,shake,body,56
sob,escape,throat,51
sob,wrack,body,44
sob,escape,mouth,15
sob,shake,shoulder,12
sob,leave,throat,10
soldier,stand,guard,56
soldier,shake,head,49
soldier,open,fire,39
soldier,make,way,30
soldier,open,door,27
soldier,draw,sword,24
soldier,have,time,22
soldier,grab,arm,18
soldier,take,step,18
soldier,take,position,18
soldier,enter,room,17
soldier,wear,uniform,16
soldier,have,idea,15
soldier,have,chance,14
soldier,raise,weapon,13
soldier,exchange,glance,13
soldier,return,fire,13
soldier,have,weapon,12
soldier,raise,hand,12
soldier,lower,weapon,11
soldier,raise,rifle,11
soldier,put,hand,11
soldier,set,fire,10
soldier,set,foot,10
soldier,give,look,10
soldier,close,door,10
soldier,take,place,10
soldier,take,prisoner,10
soldier,drop,weapon,10
soldier,wear,armor,10
soldier,fire,shot,10
soldier,patrol,street,10
soldier,have,gun,10
son,fouet,lui,28
son,shake,head,28
son,carry,name,19
son,have,chance,19
son,take,care,18
son,have,name,18
son,marry,daughter,18
son,marry,woman,16
son,have,right,15
son,have,problem,14
son,take,place,14
son,have,power,13
son,have,eye,13
son,need,father,13
son,have,son,12
son,have,time,12
son,marry,girl,12
son,need,help,12
son,take,business,11
son,give,look,11
son,have,father,11
son,kill,father,11
son,have,taste,11
son,live,life,10
son,find,woman,10
son,have,use,10
son,spend,time,10
son,take,name,10
son,take,step,10
son,take,throne,10
song,fill,air,18
song,tell,story,11
song,fill,room,10
sort,take,place,43
soul,leave,body,89
soul,find,way,22
soul,find,peace,15
soul,enter,body,14
soul,find,rest,10
sound,fill,air,395
sound,reach,ear,298
sound,fill,room,295
sound,catch,attention,282
sound,draw,attention,231
sound,fill,ear,187
sound,escape,lip,112
sound,break,silence,105
sound,send,shiver,75
sound,escape,throat,75
sound,make,jump,62
sound,send,chill,47
sound,bring,head,42
sound,catch,ear,42
sound,fill,head,41
sound,fill,space,40
sound,interrupt,thought,40
sound,grow,fainter,36
sound,bring,attention,34
sound,split,air,34
sound,meet,ear,33
sound,have,effect,29
sound,pierce,air,28
sound,attract,attention,28
sound,pull,attention,28
sound,escape,mouth,27
sound,fill,car,26
sound,fill,silence,25
sound,break,stillness,25
sound,hit,ear,25
sound,break,spell,24
sound,bring,smile,22
sound,get,attention,22
sound,give,way,21
sound,hurt,ear,21
sound,make,turn,21
sound,send,thrill,18
sound,announce,arrival,17
sound,leave,throat,17
sound,draw,gaze,17
sound,make,wince,16
sound,draw,eye,16
sound,assault,ear,16
sound,make,crawl,16
sound,hit,floor,15
sound,fill,cabin,15
sound,pierce,ear,15
sound,grab,attention,15
sound,bring,memory,15
sound,make,way,14
sound,fill,house,14
sound,interrupt,conversation,14
sound,capture,attention,14
sound,make,smile,14
sound,turn,head,14
sound,drown,voice,13
sound,shatter,silence,13
sound,drown,noise,13
sound,make,hair,13
sound,rent,air,13
sound,leave,mouth,13
sound,leave,lip,13
sound,set,tooth,12
sound,lift,spirit,12
sound,raise,hair,12
sound,have,quality,12
sound,pass,lip,12
sound,break,concentration,11
sound,make,sense,11
sound,make,flinch,11
sound,give,pause,11
sound,touch,ear,11
sound,fill,chamber,11
sound,herald,arrival,11
sound,bring,man,11
sound,bring,tear,11
sound,break,heart,10
sound,echo,wall,10
sound,draw,nearer,10
sound,cut,air,10
sound,make,race,10
sound,warm,heart,10
sound,send,tingle,10
sound,take,place,10
sound,fill,cockpit,10
soustředit,jídlo,žena,17
soustředit,jídlo,stole,17
space,have,feel,10
spark,light,eye,34
sparkle,light,eye,19
sparkle,catch,eye,15
spasm,cross,face,39
spasm,rack,body,26
spasm,wrack,body,16
speech,have,effect,15
spell,take,effect,28
spell,take,hold,27
spell,have,effect,16
spell,run,course,10
spider,spin,web,19
spider,spin,webs,14
spirit,leave,body,56
spirit,find,way,15
spirit,find,peace,14
spook,shake,head,10
spot,stain,cheek,11
spot,fill,vision,10
spot,cloud,vision,10
spot,dot,vision,10
spray,hit,face,11
squeal,escape,lip,10
stack,line,wall,12
stack,catch,eye,11
staff,take,care,34
staff,top,bowl,17
staff,top,dveří,17
star,fill,sky,24
star,fill,vision,15
star,light,sky,14
star,have,planet,12
stare,burn,hole,15
state,allow,disclaimer,48
state,pass,law,25
state,have,law,21
state,have,right,18
statement,make,sense,35
statement,have,effect,20
station,play,song,12
steam,fill,room,34
steam,fill,bathroom,12
steel,meet,steel,15
stench,fill,air,80
stench,fill,nostril,55
stench,fill,room,21
stench,fill,nose,15
stench,permeate,air,14
stench,burn,nostril,12
stench,turn,stomach,11
stench,assault,sens,10
stench,assault,nostril,10
step,take,effort,12
step,make,sound,10
stick,break,bone,47
stink,fill,air,17
stink,fill,nostril,13
stomach,give,lurch,50
stomach,feel,queasy,45
stomach,make,noise,43
stomach,choose,moment,36
stomach,give,growl,22
stomach,make,sound,20
stomach,give,rumble,18
stomach,let,growl,15
stomach,turn,somersault,14
stomach,give,heave,13
stomach,give,flip,12
stomach,let,rumble,12
stomach,take,dive,12
stomach,hit,floor,11
stomach,give,twist,11
stomach,take,moment,10
stomach,turn,flip,10
stone,give,way,34
stone,catch,light,12
storm,shake,head,31
storm,head,way,12
storm,show,sign,12
storm,prick,ear,11
storm,take,breath,10
story,have,ending,122
story,take,place,110
story,make,sense,102
story,have,ring,21
story,feature,hero,20
story,take,turn,20
story,have,hole,17
story,make,round,16
story,take,life,14
story,find,way,14
story,make,headline,13
story,have,rating,12
story,have,beginning,12
story,touch,heart,12
story,take,shape,11
story,catch,attention,11
story,make,page,11
story,have,effect,11
story,hit,news,10
story,catch,eye,10
story,make,way,10
story,reach,ear,10
strain,take,toll,43
strand,frame,face,11
stranger,shake,head,19
stranger,know,name,11
stranger,take,step,10
stranou,povstat,oznámení,17
strap,slide,arm,10
strategy,make,sense,13
strategy,have,effect,10
stream,make,way,17
street,give,way,15
street,have,name,15
streetlight,cast,shadow,11
streetlight,cast,glow,10
strength,leave,body,16
strength,give,way,12
strength,leave,leg,10
stress,take,toll,65
stride,eat,distance,16
stride,eat,space,10
strike,take,place,11
struggle,take,place,35
stubble,cover,face,13
stubble,cover,jaw,11
stubble,cover,chin,11
student,raise,hand,26
student,make,way,13
student,shake,head,11
study,find,effect,29
stuff,make,sense,14
stuff,hit,fan,11
stále,gulp,úsměv,17
success,breed,success,12
suggestion,make,sense,27
suggestion,have,merit,18
suite,have,room,17
summer,give,way,10
summer,near,end,10
sun,cast,shadow,102
sun,begin,descent,83
sun,warm,face,80
sun,touch,horizon,68
sun,warm,skin,55
sun,make,appearance,46
sun,reach,zenith,46
sun,cast,glow,45
sun,break,horizon,45
sun,pass,zenith,32
sun,crest,horizon,32
sun,warm,back,26
sun,clear,horizon,26
sun,near,horizon,26
sun,make,way,25
sun,burn,skin,22
sun,climb,sky,22
sun,hurt,eye,22
sun,fill,room,22
sun,warm,air,21
sun,cast,light,20
sun,start,descent,19
sun,throw,shadow,19
sun,have,way,17
sun,light,sky,17
sun,warm,shoulder,16
sun,burn,mist,16
sun,hit,face,15
sun,reach,point,14
sun,lighten,sky,13
sun,dazzle,eye,13
sun,leave,sky,13
sun,light,face,13
sun,light,room,13
sun,choose,moment,13
sun,catch,hair,13
sun,cast,ray,13
sun,give,way,12
sun,reach,peak,12
sun,kiss,horizon,12
sun,send,ray,12
sun,kiss,skin,12
sun,begin,ascent,12
sun,touch,top,11
sun,turn,sky,11
sun,make,descent,11
sun,work,way,11
sun,glint,hair,11
sun,pour,light,10
sun,burn,face,10
sun,warm,room,10
sun,send,shaft,10
sun,make,pattern,10
sun,stand,thrice,10
sun,brighten,sky,10
sun,hit,eye,10
sun,burn,fog,10
sunglass,hide,eye,37
sunglass,cover,eye,31
sunglass,shield,eye,13
sunlight,hurt,eye,19
sunlight,fill,room,18
sunlight,flood,room,15
sunlight,warm,face,12
sunlight,cast,shadow,12
sunlight,hit,face,11
sunlight,catch,eye,10
superpose,construit,crasseux,28
support,mean,world,32
support,mean,lot,15
support,give,way,11
surface,reflect,light,10
surgeon,shake,head,11
surprise,give,way,35
surprise,widen,eye,19
surprise,cross,face,18
surprise,light,face,11
surprise,light,eye,10
surprise,fill,eye,10
suspicion,cross,mind,23
sweat,pour,face,185
sweat,trickle,back,80
sweat,trickle,face,68
sweat,bead,forehead,66
sweat,drip,face,59
sweat,sting,eye,50
sweat,bead,brow,49
sweat,trickle,neck,47
sweat,roll,face,44
sweat,run,face,43
sweat,pour,forehead,42
sweat,stream,face,38
sweat,trickle,temple,37
sweat,trickle,forehead,37
sweat,pour,body,33
sweat,cover,body,33
sweat,trickle,spine,32
sweat,drip,forehead,28
sweat,bead,face,25
sweat,coat,body,24
sweat,cover,face,23
sweat,trickle,side,23
sweat,pour,brow,19
sweat,coat,skin,18
sweat,dot,brow,18
sweat,bead,skin,18
sweat,pour,back,18
sweat,soak,shirt,17
sweat,dot,forehead,17
sweat,drip,brow,17
sweat,trickle,chest,16
sweat,trickle,brow,14
sweat,roll,forehead,14
sweat,cover,skin,14
sweat,plaster,hair,14
sweat,trickle,cheek,14
sweat,slick,body,13
sweat,slick,skin,13
sweat,dampen,hair,13
sweat,drench,body,12
sweat,streak,face,12
sweat,drip,neck,12
sweat,dampen,skin,12
sweat,run,back,12
sweat,drip,side,11
sweat,trickle,body,11
sweat,bead,lip,11
sweat,dampen,brow,11
sweat,drip,back,11
sweat,drip,body,11
sweat,drip,temple,10
sweat,trickle,rib,10
sweat,soak,hair,10
sweat,soak,clothe,10
sweat,roll,cheek,10
sweat,roll,side,10
swing,open,door,18
sword,slice,air,17
sword,have,edge,11
sword,have,magic,10
syllable,roll,tongue,11
syllable,leave,mouth,11
symbol,have,meaning,13
system,have,planet,14
system,make,sense,14
system,play,music,11
system,take,care,10
table,pour,suite,28
table,line,wall,26
table,fill,room,23
table,have,chair,18
table,fill,space,16
table,dominate,room,16
table,occupy,center,15
table,hold,bottle,13
table,run,length,13
table,have,leg,12
table,seat,people,12
table,dominate,center,11
table,stretch,length,11
tablespoon,provide,calorie,20
tablespoon,squeeze,juice,20
tablespoon,chop,cilantro,14
tabloid,have,day,13
tak,vysoký,tkanin,17
tale,have,ending,12
talk,take,place,14
talk,have,effect,12
talk,make,sense,11
tang,fill,mouth,11
tanner,shake,head,25
tap,come,ringing,16
tape,cover,mouth,14
